0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.766105,28.6643733,28.2431232,28.9211268,31.280307,37.2439434,47.475196499999996,50.973566100000006,53.0987946,53.50453709999999,54.234328500000004,52.5817314,50.507883899999996,51.2855766,51.933654000000004,52.7761545,54.893586,56.57930640000001,58.4082153,55.6051563,50.192947499999995,43.2073776,36.1276128,32.1963951
19.84407,19.1095824,18.8287488,19.2807513,20.8535382,24.8292957,31.6501308,33.9823776,35.3991963,35.669691300000004,36.156219,35.0544876,33.6719226,34.1903844,34.622436,35.184103199999996,36.5957241,37.7195376,38.9388102,37.0701042,33.461964900000005,28.804918500000003,24.085075200000002,21.4642632
39.68814,38.219164500000005,37.6574976,38.5615026,41.7070761,49.6585914,63.3002619,67.9647549,70.7983929,71.33938260000001,72.3124383,70.1089752,67.3438452,68.3807688,69.244872,70.3682061,73.1914479,75.4390752,77.8776204,74.1402084,66.9239301,57.6098367,48.1701501,42.928526700000006
14.8830525,14.3321868,14.1215616,14.4605634,15.6401535,18.6219717,23.7375981,25.4867832,26.5493973,26.7522684,27.1171644,26.2908657,25.2539418,25.6427883,25.966827000000002,26.3880774,27.446793,28.289653200000004,29.204107800000003,27.802577999999997,25.0964739,21.6036888,18.0638064,16.0981974
9.922035,9.5547912,9.4143744,9.6403755,10.4267691,12.4146477,15.8250654,16.9911888,17.6995983,17.8348458,18.0781095,17.5272438,16.8359613,17.0951922,17.311218,17.592051599999998,18.2978619,18.8597688,19.4694051,18.5350521,16.7309826,14.402459100000002,12.042537600000001,10.7321316
49.610175,47.7739557,47.071872,48.201878099999995,52.1338452,62.0732391,79.1253273,84.95594369999999,88.49799089999999,89.17422839999999,90.3905478,87.636219,84.1798065,85.4759613,86.55609,87.9602577,91.4893101,94.298844,97.3470255,92.67526050000001,83.65491239999999,72.0122961,60.2126877,53.660658299999994
49.610175,47.7739557,47.071872,48.201878099999995,52.1338452,62.0732391,79.1253273,84.95594369999999,88.49799089999999,89.17422839999999,90.3905478,87.636219,84.1798065,85.4759613,86.55609,87.9602577,91.4893101,94.298844,97.3470255,92.67526050000001,83.65491239999999,72.0122961,60.2126877,53.660658299999994
9.922035,9.5547912,9.4143744,9.6403755,10.4267691,12.4146477,15.8250654,16.9911888,17.6995983,17.8348458,18.0781095,17.5272438,16.8359613,17.0951922,17.311218,17.592051599999998,18.2978619,18.8597688,19.4694051,18.5350521,16.7309826,14.402459100000002,12.042537600000001,10.7321316
9.922035,9.5547912,9.4143744,9.6403755,10.4267691,12.4146477,15.8250654,16.9911888,17.6995983,17.8348458,18.0781095,17.5272438,16.8359613,17.0951922,17.311218,17.592051599999998,18.2978619,18.8597688,19.4694051,18.5350521,16.7309826,14.402459100000002,12.042537600000001,10.7321316
14.8830525,14.3321868,14.1215616,14.4605634,15.6401535,18.6219717,23.7375981,25.4867832,26.5493973,26.7522684,27.1171644,26.2908657,25.2539418,25.6427883,25.966827000000002,26.3880774,27.446793,28.289653200000004,29.204107800000003,27.802577999999997,25.0964739,21.6036888,18.0638064,16.0981974
17.363561100000002,16.720884599999998,16.4751552,16.8706572,18.2468457,21.7256337,27.6938646,29.734580400000002,30.974296799999998,31.210980000000003,31.6366917,30.6726765,29.4629322,29.9165865,30.2946315,30.786090299999998,32.0212584,33.0045954,34.071459000000004,32.4363411,29.279219400000002,25.2043035,21.0744408,18.781230299999997
39.68814,38.219164500000005,37.6574976,38.5615026,41.7070761,49.6585914,63.3002619,67.9647549,70.7983929,71.33938260000001,72.3124383,70.1089752,67.3438452,68.3807688,69.244872,70.3682061,73.1914479,75.4390752,77.8776204,74.1402084,66.9239301,57.6098367,48.1701501,42.928526700000006
17.363561100000002,16.720884599999998,16.4751552,16.8706572,18.2468457,21.7256337,27.6938646,29.734580400000002,30.974296799999998,31.210980000000003,31.6366917,30.6726765,29.4629322,29.9165865,30.2946315,30.786090299999998,32.0212584,33.0045954,34.071459000000004,32.4363411,29.279219400000002,25.2043035,21.0744408,18.781230299999997
4.9610175,4.7773956,4.7071872,4.8201879,5.2133844,6.207324,7.9125327,8.4955944,8.849799,8.9174229,9.0390549,8.7636219,8.4179805,8.5475961,8.655609,8.796025799999999,9.1489311,9.4298844,9.7347027,9.2675259,8.3654913,7.201229700000001,6.0212688000000005,5.3660658
9.922035,9.5547912,9.4143744,9.6403755,10.4267691,12.4146477,15.8250654,16.9911888,17.6995983,17.8348458,18.0781095,17.5272438,16.8359613,17.0951922,17.311218,17.592051599999998,18.2978619,18.8597688,19.4694051,18.5350521,16.7309826,14.402459100000002,12.042537600000001,10.7321316
9.922035,9.5547912,9.4143744,9.6403755,10.4267691,12.4146477,15.8250654,16.9911888,17.6995983,17.8348458,18.0781095,17.5272438,16.8359613,17.0951922,17.311218,17.592051599999998,18.2978619,18.8597688,19.4694051,18.5350521,16.7309826,14.402459100000002,12.042537600000001,10.7321316
199.2111456,191.83775250000002,189.01851390000002,193.5560877,209.34501960000003,249.2569536,317.7301257,341.1431406,355.366338,358.08178949999996,362.965956,351.9058665,338.02653840000005,343.23128640000004,347.5685763,353.20705350000003,367.3780689,378.6598368,390.8999013,372.14028870000004,335.91881070000005,289.1675349,241.7858544,215.47598309999998
19.84407,19.1095824,18.8287488,19.2807513,20.8535382,24.8292957,31.6501308,33.9823776,35.3991963,35.669691300000004,36.156219,35.0544876,33.6719226,34.1903844,34.622436,35.184103199999996,36.5957241,37.7195376,38.9388102,37.0701042,33.461964900000005,28.804918500000003,24.085075200000002,21.4642632
19.84407,19.1095824,18.8287488,19.2807513,20.8535382,24.8292957,31.6501308,33.9823776,35.3991963,35.669691300000004,36.156219,35.0544876,33.6719226,34.1903844,34.622436,35.184103199999996,36.5957241,37.7195376,38.9388102,37.0701042,33.461964900000005,28.804918500000003,24.085075200000002,21.4642632
19.84407,19.1095824,18.8287488,19.2807513,20.8535382,24.8292957,31.6501308,33.9823776,35.3991963,35.669691300000004,36.156219,35.0544876,33.6719226,34.1903844,34.622436,35.184103199999996,36.5957241,37.7195376,38.9388102,37.0701042,33.461964900000005,28.804918500000003,24.085075200000002,21.4642632
19.84407,19.1095824,18.8287488,19.2807513,20.8535382,24.8292957,31.6501308,33.9823776,35.3991963,35.669691300000004,36.156219,35.0544876,33.6719226,34.1903844,34.622436,35.184103199999996,36.5957241,37.7195376,38.9388102,37.0701042,33.461964900000005,28.804918500000003,24.085075200000002,21.4642632
24.8050875,23.886978,23.535936,24.1009392,26.0669226,31.036619400000003,39.5626638,42.477971700000005,44.2489956,44.587114199999995,45.1952739,43.8181095,42.0899031,42.737980500000006,43.278045,43.9801287,45.7446549,47.149422,48.6735129,46.3376301,41.82745619999999,36.0061479,30.106344,26.830329
99.2203497,95.5479114,94.143744,96.40375619999999,104.2676904,124.1464782,158.2506546,169.91188739999998,176.99598210000002,178.34845679999998,180.7810953,175.272438,168.359613,170.9519223,173.1121803,175.9205154,182.97861989999998,188.597688,194.694051,185.35052100000001,167.3098251,144.0245919,120.4253757,107.32131659999999
9.922035,9.5547912,9.4143744,9.6403755,10.4267691,12.4146477,15.8250654,16.9911888,17.6995983,17.8348458,18.0781095,17.5272438,16.8359613,17.0951922,17.311218,17.592051599999998,18.2978619,18.8597688,19.4694051,18.5350521,16.7309826,14.402459100000002,12.042537600000001,10.7321316
49.610175,47.7739557,47.071872,48.201878099999995,52.1338452,62.0732391,79.1253273,84.95594369999999,88.49799089999999,89.17422839999999,90.3905478,87.636219,84.1798065,85.4759613,86.55609,87.9602577,91.4893101,94.298844,97.3470255,92.67526050000001,83.65491239999999,72.0122961,60.2126877,53.660658299999994
49.610175,47.7739557,47.071872,48.201878099999995,52.1338452,62.0732391,79.1253273,84.95594369999999,88.49799089999999,89.17422839999999,90.3905478,87.636219,84.1798065,85.4759613,86.55609,87.9602577,91.4893101,94.298844,97.3470255,92.67526050000001,83.65491239999999,72.0122961,60.2126877,53.660658299999994
9.922035,9.5547912,9.4143744,9.6403755,10.4267691,12.4146477,15.8250654,16.9911888,17.6995983,17.8348458,18.0781095,17.5272438,16.8359613,17.0951922,17.311218,17.592051599999998,18.2978619,18.8597688,19.4694051,18.5350521,16.7309826,14.402459100000002,12.042537600000001,10.7321316
9.922035,9.5547912,9.4143744,9.6403755,10.4267691,12.4146477,15.8250654,16.9911888,17.6995983,17.8348458,18.0781095,17.5272438,16.8359613,17.0951922,17.311218,17.592051599999998,18.2978619,18.8597688,19.4694051,18.5350521,16.7309826,14.402459100000002,12.042537600000001,10.7321316
14.8830525,14.3321868,14.1215616,14.4605634,15.6401535,18.6219717,23.7375981,25.4867832,26.5493973,26.7522684,27.1171644,26.2908657,25.2539418,25.6427883,25.966827000000002,26.3880774,27.446793,28.289653200000004,29.204107800000003,27.802577999999997,25.0964739,21.6036888,18.0638064,16.0981974
17.363561100000002,16.720884599999998,16.4751552,16.8706572,18.2468457,21.7256337,27.6938646,29.734580400000002,30.974296799999998,31.210980000000003,31.6366917,30.6726765,29.4629322,29.9165865,30.2946315,30.786090299999998,32.0212584,33.0045954,34.071459000000004,32.4363411,29.279219400000002,25.2043035,21.0744408,18.781230299999997
39.68814,38.219164500000005,37.6574976,38.5615026,41.7070761,49.6585914,63.3002619,67.9647549,70.7983929,71.33938260000001,72.3124383,70.1089752,67.3438452,68.3807688,69.244872,70.3682061,73.1914479,75.4390752,77.8776204,74.1402084,66.9239301,57.6098367,48.1701501,42.928526700000006
17.363561100000002,16.720884599999998,16.4751552,16.8706572,18.2468457,21.7256337,27.6938646,29.734580400000002,30.974296799999998,31.210980000000003,31.6366917,30.6726765,29.4629322,29.9165865,30.2946315,30.786090299999998,32.0212584,33.0045954,34.071459000000004,32.4363411,29.279219400000002,25.2043035,21.0744408,18.781230299999997
